house_id,sqft_living,bedrooms,bathrooms,year_built,neighborhood,garage_spaces,has_pool,price
HOUSE_00783,1060,5,3.0,1969,SouthHills,1,Yes,492889.42
HOUSE_00784,3455,5,2.0,1966,Suburb,3,No,698119.87
HOUSE_00785,4224,3,1.5,1968,WestEnd,1,No,612401.7
HOUSE_00786,4324,1,3.0,1984,SouthHills,1,No,980314.29
HOUSE_00787,3432,2,3.0,2005,Downtown,3,No,993843.69
HOUSE_00788,3077,2,3.0,1974,Downtown,2,No,899147.41
HOUSE_00789,2966,3,2.5,1972,WestEnd,1,No,507649.76
HOUSE_00790,2955,3,1.5,2001,SouthHills,1,No,755905.64
HOUSE_00791,2393,2,2.0,2005,Suburb,0,Yes,525845.51
HOUSE_00792,3592,2,1.5,1985,Suburb,1,No,613720.89
HOUSE_00793,784,1,1.0,1980,Northside,2,Yes,276882.62
HOUSE_00794,1384,5,2.0,1982,WestEnd,2,Yes,400877.32
HOUSE_00795,944,1,1.5,2020,SouthHills,2,No,370994.8
HOUSE_00796,3619,2,2.0,2003,WestEnd,1,Yes,616111.12
HOUSE_00797,3770,5,1.0,1987,Suburb,1,No,726986.58
HOUSE_00798,4456,2,3.5,2020,SouthHills,0,No,1057354.87
HOUSE_00799,2058,1,2.0,2010,Downtown,2,Yes,678483.92
HOUSE_00800,3983,1,3.5,1997,Downtown,2,Yes,1079847.64
HOUSE_00801,1295,1,3.0,1971,SouthHills,1,No,428237.52
HOUSE_00802,3432,5,4.0,1983,WestEnd,1,No,631243.93
HOUSE_00803,3954,4,2.5,1972,WestEnd,2,No,653027.51
HOUSE_00804,1856,4,1.0,1999,Downtown,1,No,656389.45
HOUSE_00805,3761,2,2.0,2007,Downtown,1,No,1008864.29
HOUSE_00806,3761,5,1.0,1961,Suburb,1,No,665186.55
HOUSE_00807,2523,3,3.0,2013,SouthHills,1,No,736129.22
HOUSE_00808,2497,4,3.5,1998,WestEnd,2,No,539308.53
HOUSE_00809,1049,5,2.5,1971,Suburb,2,No,356620.49
HOUSE_00810,3029,5,1.0,1998,WestEnd,2,No,554383.47
HOUSE_00811,3040,4,3.5,2010,Downtown,2,No,942697.71
HOUSE_00812,1992,5,3.0,1973,SouthHills,3,No,667923.55
HOUSE_00813,2584,5,3.0,1989,Northside,1,No,647529.9
HOUSE_00814,3968,4,3.0,2000,SouthHills,1,No,1006707.22
HOUSE_00815,2260,1,4.0,2009,Northside,1,Yes,599158.04
HOUSE_00816,4424,2,3.5,2002,Suburb,0,No,787262.65
HOUSE_00817,1683,3,2.0,2007,Northside,2,No,504366.44
HOUSE_00818,2767,2,1.5,1978,Northside,2,Yes,699881.4
HOUSE_00819,3506,1,1.0,1990,Suburb,2,No,607814.78
HOUSE_00820,2563,1,4.0,2002,SouthHills,1,No,694536.39
HOUSE_00821,2679,5,1.5,2009,Suburb,0,Yes,577782.04
HOUSE_00822,2436,2,3.0,2002,Downtown,1,No,746346.73
HOUSE_00823,3152,1,1.5,1984,Downtown,2,No,834417.57
HOUSE_00824,1838,2,3.5,1963,Northside,1,No,508995.36
HOUSE_00825,2618,1,3.0,2009,Suburb,0,Yes,530378.62
HOUSE_00826,1400,3,4.0,2010,Suburb,1,Yes,449965.48
HOUSE_00827,3727,1,3.0,1972,Suburb,3,No,693577.07
HOUSE_00828,2773,2,2.5,1995,SouthHills,2,No,741638.72
HOUSE_00829,1265,5,2.5,2022,WestEnd,3,Yes,415036.16
HOUSE_00830,4453,2,4.0,2021,WestEnd,2,No,732432.78
HOUSE_00831,1094,4,3.5,2001,WestEnd,1,No,300261.68
HOUSE_00832,2656,2,3.5,2020,SouthHills,0,Yes,759616.74
HOUSE_00833,3748,3,1.5,2013,Suburb,1,No,683718.26
HOUSE_00834,4152,3,4.0,1996,WestEnd,2,No,697375.19
HOUSE_00835,1222,3,1.0,1962,Suburb,2,No,335687.81
HOUSE_00836,2262,1,4.0,1975,Northside,1,Yes,603555.51
HOUSE_00837,3609,3,1.5,1985,WestEnd,0,No,575772.83
HOUSE_00838,1806,2,3.5,1999,Northside,2,No,525749.49
HOUSE_00839,3549,5,1.0,2015,SouthHills,1,No,911138.04
HOUSE_00840,1249,3,4.0,1998,Downtown,2,No,572671.85
HOUSE_00841,2168,2,1.5,1978,SouthHills,1,No,574685.23
HOUSE_00842,2834,1,2.0,2005,SouthHills,1,No,725785.75
HOUSE_00843,1532,1,2.0,1974,SouthHills,1,No,470243.95
HOUSE_00844,1086,5,1.0,1991,WestEnd,2,Yes,328578.47
HOUSE_00845,1662,5,2.5,2008,Northside,1,No,528078.32
HOUSE_00846,3415,2,1.0,1980,WestEnd,1,Yes,546967.25
HOUSE_00847,2121,5,1.5,1960,Downtown,2,Yes,746219.05
HOUSE_00848,985,5,3.0,1965,SouthHills,0,No,456635.0
HOUSE_00849,3445,1,2.0,1986,Suburb,0,No,622038.63
HOUSE_00850,4465,2,3.0,1982,Downtown,2,Yes,1209036.31
HOUSE_00851,3712,5,2.0,2006,Northside,0,No,835993.35
HOUSE_00852,1068,2,1.5,1990,Downtown,1,No,417160.51
HOUSE_00853,3402,3,2.0,1971,WestEnd,3,No,540534.18
HOUSE_00854,2145,1,1.0,1980,Suburb,2,No,387550.73
HOUSE_00855,2441,1,3.0,2011,WestEnd,2,No,484393.02
HOUSE_00856,3401,1,3.5,1961,SouthHills,2,Yes,874166.37
HOUSE_00857,3444,4,3.0,1964,SouthHills,1,No,857270.34
HOUSE_00858,2166,2,1.5,1968,Downtown,1,Yes,671007.91
HOUSE_00859,2476,3,3.5,1979,SouthHills,1,No,709981.59
HOUSE_00860,2243,5,3.0,2005,SouthHills,3,Yes,752630.51
HOUSE_00861,3771,3,4.0,1977,Northside,1,No,814074.42
HOUSE_00862,4355,2,1.5,2020,Northside,1,No,859087.63
HOUSE_00863,1614,1,4.0,2022,WestEnd,3,No,384436.92
HOUSE_00864,987,4,2.5,1981,WestEnd,2,No,309073.44
HOUSE_00865,794,2,1.0,1967,Northside,3,No,338660.75
HOUSE_00866,3416,2,2.0,1993,Downtown,2,No,918108.0
HOUSE_00867,2788,5,4.0,1968,Northside,1,No,704133.93
HOUSE_00868,1030,3,2.0,1966,WestEnd,2,Yes,315311.08
HOUSE_00869,2536,3,2.0,1989,Suburb,1,Yes,552602.97
HOUSE_00870,2504,5,2.5,2020,SouthHills,1,Yes,769094.22
HOUSE_00871,1878,4,1.0,1977,Suburb,2,Yes,467535.59
HOUSE_00872,3251,1,3.0,1986,Suburb,2,No,622343.52
HOUSE_00873,974,1,4.0,1975,SouthHills,2,No,420452.34
HOUSE_00874,4437,4,3.0,1980,Northside,3,No,929548.97
HOUSE_00875,2288,5,1.0,1964,Downtown,2,No,709268.32
HOUSE_00876,2926,2,3.5,2014,Suburb,0,Yes,622983.4
HOUSE_00877,2656,3,1.0,1988,Downtown,2,No,802463.15
HOUSE_00878,2475,2,2.0,2006,WestEnd,2,No,461988.59
HOUSE_00879,2884,3,3.0,1996,Suburb,3,No,635856.3
HOUSE_00880,1466,2,1.0,2002,WestEnd,1,No,312061.15
HOUSE_00881,1687,5,3.0,2021,Northside,1,No,522447.31
HOUSE_00882,2459,5,1.0,1981,Suburb,2,No,522301.59
HOUSE_00883,1903,4,1.5,1973,WestEnd,1,No,413535.42
HOUSE_00884,3953,2,4.0,2016,WestEnd,2,No,665244.62
HOUSE_00885,4030,2,2.0,1978,Northside,1,No,806272.86
HOUSE_00886,2990,4,1.0,1994,Downtown,1,Yes,906981.42
HOUSE_00887,1819,4,2.5,1983,Downtown,2,No,692326.25
HOUSE_00888,896,5,1.0,2001,Suburb,1,No,321799.67
HOUSE_00889,1225,5,1.5,2019,Northside,2,No,460623.66
HOUSE_00890,1331,2,2.5,1965,Suburb,0,Yes,374279.3
HOUSE_00891,2110,5,2.5,2019,Downtown,1,No,764214.06
HOUSE_00892,1107,5,1.0,2017,Northside,1,No,430577.18
HOUSE_00893,1992,2,1.5,1962,SouthHills,2,No,566944.91
HOUSE_00894,1894,4,2.5,1993,Northside,1,No,529363.86
HOUSE_00895,2648,2,4.0,2004,Northside,2,No,675213.36
HOUSE_00896,4355,1,2.0,2009,SouthHills,2,No,984562.05
HOUSE_00897,1390,2,3.5,1961,WestEnd,2,No,321855.24
HOUSE_00898,2917,1,2.0,1974,WestEnd,2,No,467677.05
HOUSE_00899,858,2,3.0,1996,WestEnd,1,No,268383.49
HOUSE_00900,4280,1,3.0,1974,Downtown,1,No,1088113.65
HOUSE_00901,3194,1,1.5,2019,Northside,2,Yes,748144.92
HOUSE_00902,2389,2,2.5,1991,SouthHills,0,No,644939.44
HOUSE_00903,2637,5,2.0,1980,Downtown,2,No,840898.86
HOUSE_00904,1717,3,2.0,1976,SouthHills,2,Yes,576181.52
HOUSE_00905,3853,5,3.5,1993,Downtown,1,No,1103655.36
HOUSE_00906,1780,1,1.5,1991,Downtown,2,No,581533.65
HOUSE_00907,4290,2,4.0,2009,Downtown,3,No,1186576.28
HOUSE_00908,811,2,2.5,2006,SouthHills,1,No,379827.69
HOUSE_00909,747,2,1.5,2011,Suburb,2,Yes,317899.95
HOUSE_00910,4363,2,1.0,1982,Downtown,0,No,1036213.56
HOUSE_00911,2610,3,2.0,1994,WestEnd,1,Yes,492241.43
HOUSE_00912,1075,4,1.5,1996,Northside,2,No,386372.91
HOUSE_00913,1527,1,1.5,2002,Suburb,2,No,366707.88
HOUSE_00914,2780,3,3.5,2000,Suburb,2,No,612157.68
HOUSE_00915,3251,5,4.0,1996,SouthHills,3,No,936474.81
HOUSE_00916,1326,4,1.0,2016,Suburb,2,Yes,397531.79
HOUSE_00917,2619,4,3.0,1992,SouthHills,2,No,775251.87
HOUSE_00918,1726,2,2.0,1984,SouthHills,2,No,550438.73
HOUSE_00919,4257,3,3.5,2005,WestEnd,2,No,712568.99
HOUSE_00920,4287,5,4.0,1996,Downtown,2,No,1256725.95
HOUSE_00921,2591,2,4.0,1999,Suburb,3,No,585377.0
HOUSE_00922,2789,2,1.5,1980,Downtown,2,No,797307.67
HOUSE_00923,2756,1,2.0,2005,Downtown,2,No,772627.81
HOUSE_00924,3747,4,3.0,2019,Downtown,0,No,1025405.49
HOUSE_00925,1518,5,4.0,2007,SouthHills,2,No,619916.86
HOUSE_00926,1356,4,1.5,1997,Downtown,2,No,581226.58
HOUSE_00927,4380,3,4.0,1999,Suburb,2,No,824528.12
HOUSE_00928,2511,1,1.0,1993,SouthHills,1,No,635915.95
HOUSE_00929,3913,2,4.0,1978,Suburb,3,No,736235.64
HOUSE_00930,1489,1,2.0,1986,SouthHills,0,No,447059.92
HOUSE_00931,2159,2,4.0,1968,Northside,1,Yes,586886.41
HOUSE_00932,3798,1,4.0,1964,Northside,2,No,773565.16
HOUSE_00933,3814,2,3.5,1964,Northside,2,Yes,873656.55
HOUSE_00934,1854,4,1.0,1984,Northside,1,No,509472.11
HOUSE_00935,3987,4,3.0,1985,SouthHills,2,No,1010061.81
HOUSE_00936,2329,4,3.0,1978,Downtown,1,No,789012.69
HOUSE_00937,2243,4,2.0,1989,WestEnd,0,No,423837.33
HOUSE_00938,3345,1,3.0,1995,WestEnd,1,No,569203.94
HOUSE_00939,4116,2,2.5,2007,Northside,2,No,853667.91
HOUSE_00940,4279,4,3.5,2007,Downtown,1,Yes,1220048.0
HOUSE_00941,2373,1,2.0,1975,Suburb,0,No,419623.78
HOUSE_00942,2604,2,4.0,1966,Downtown,2,No,811505.85
HOUSE_00943,2136,1,2.5,1977,Suburb,1,No,413768.41
HOUSE_00944,1635,4,3.0,2015,WestEnd,2,No,385765.5
HOUSE_00945,4017,3,4.0,1980,Downtown,2,No,1120965.36
HOUSE_00946,4220,1,2.0,1990,Downtown,2,No,1057980.83
HOUSE_00947,3759,4,2.5,1960,WestEnd,1,No,625122.22
HOUSE_00948,720,5,3.0,1962,Downtown,1,No,490469.15
HOUSE_00949,1698,2,1.5,1990,Suburb,2,No,384693.19
HOUSE_00950,2131,4,1.5,1984,Downtown,1,No,684510.15
HOUSE_00951,1156,5,1.0,2012,Suburb,0,No,356659.19
HOUSE_00952,2167,1,1.5,1967,Northside,1,Yes,503709.69
HOUSE_00953,2727,1,2.5,1960,Downtown,0,No,724614.88
HOUSE_00954,3761,5,3.5,2021,Suburb,3,Yes,792887.99
HOUSE_00955,964,5,1.5,1966,WestEnd,2,Yes,332021.85
HOUSE_00956,4431,2,2.0,1966,Northside,1,No,832046.13
HOUSE_00957,2931,1,2.0,1967,Downtown,1,Yes,804921.28
HOUSE_00958,2974,5,2.0,1978,Suburb,3,No,651097.98
HOUSE_00959,4319,3,1.5,1976,Downtown,1,No,1035739.14
HOUSE_00960,4017,3,4.0,1970,Suburb,2,No,754268.34
HOUSE_00961,2746,5,1.5,2006,Downtown,1,No,873754.8
HOUSE_00962,3844,2,1.0,2000,Northside,2,No,817755.76
HOUSE_00963,3921,1,3.5,2008,Northside,2,No,852522.39
HOUSE_00964,4284,3,4.0,1970,Downtown,0,No,1154757.09
HOUSE_00965,3840,5,3.5,1997,Downtown,1,Yes,1128264.97
HOUSE_00966,1668,5,4.0,2000,SouthHills,2,No,625053.8
HOUSE_00967,1504,4,4.0,2021,Downtown,3,No,726738.95
HOUSE_00968,1953,5,3.0,2009,Downtown,0,No,713338.87
HOUSE_00969,1422,2,1.0,2011,Northside,2,No,382650.83
HOUSE_00970,1795,3,2.5,1961,Downtown,1,No,621851.43
HOUSE_00971,1701,4,2.0,1963,WestEnd,2,Yes,394906.05
HOUSE_00972,3622,3,1.5,2009,Downtown,2,No,996272.37
HOUSE_00973,4379,3,3.0,1987,SouthHills,1,Yes,1017836.99
HOUSE_00974,4168,2,3.0,1992,Suburb,1,No,694776.27
HOUSE_00975,783,5,4.0,1970,Northside,0,No,390028.07
HOUSE_00976,1439,2,1.5,1962,WestEnd,2,No,306034.65
HOUSE_00977,4070,5,1.0,1999,Suburb,1,No,729261.48
HOUSE_00978,4064,4,3.0,1964,WestEnd,1,No,672544.7
HOUSE_00979,2457,2,3.5,2011,Northside,3,No,630008.15
HOUSE_00980,2693,2,1.0,1980,SouthHills,1,No,656497.07
HOUSE_00981,922,1,1.5,1981,Northside,2,No,309360.38
HOUSE_00982,3540,2,4.0,2013,WestEnd,1,No,631423.03
HOUSE_00983,3480,1,1.0,1996,WestEnd,0,No,493350.26
HOUSE_00984,3987,5,4.0,2019,Northside,1,No,906495.64
HOUSE_00985,4002,5,3.5,1970,Downtown,2,Yes,1194607.71
HOUSE_00986,3152,5,2.0,2003,Northside,1,No,721689.5
HOUSE_00987,1892,1,4.0,1981,SouthHills,2,No,595134.15
HOUSE_00988,1028,5,4.0,2000,Northside,1,No,482061.93
HOUSE_00989,1125,3,1.5,2012,Suburb,1,No,335826.04
HOUSE_00990,2277,2,3.5,1972,Downtown,3,No,795621.05
HOUSE_00991,1469,1,1.5,2013,Suburb,1,No,375900.07
HOUSE_00992,1919,5,3.5,2011,Northside,1,No,572546.05
HOUSE_00993,1307,3,3.5,2020,Downtown,0,No,548419.63
HOUSE_00994,2552,2,3.0,1962,Suburb,2,Yes,537545.48
HOUSE_00995,3273,2,3.0,1972,Suburb,2,No,632149.97
HOUSE_00996,3372,5,3.0,1987,Downtown,0,No,987044.68
HOUSE_00997,2824,3,2.0,2013,Downtown,1,No,850365.55
HOUSE_00998,2746,1,2.0,1970,WestEnd,2,Yes,470766.74
HOUSE_00999,2000,5,3.5,1970,Downtown,3,Yes,785390.73
HOUSE_01000,1619,2,2.5,1980,Northside,1,Yes,487079.6
