customer_id,age,gender,tenure_months,contract_type,payment_method,tech_support,paperless_billing,num_support_tickets,monthly_charges,total_charges,churn
CUST_00625,61,Male,17,Month-to-month,Bank transfer,No,Yes,0,114.46,1900.94,Yes
CUST_00626,46,Female,16,Month-to-month,Bank transfer,Yes,Yes,4,72.78,1132.61,No
CUST_00627,30,Male,12,One year,Mailed check,No,Yes,1,36.16,415.15,No
CUST_00628,29,Female,8,Month-to-month,Electronic check,Yes,No,0,50.03,397.8,No
CUST_00629,48,Male,3,Month-to-month,Electronic check,Yes,Yes,3,60.33,192.76,No
CUST_00630,63,Male,16,Month-to-month,Bank transfer,Yes,Yes,1,49.39,605.82,No
CUST_00631,19,Female,30,Month-to-month,Bank transfer,Yes,Yes,1,46.66,1359.42,No
CUST_00632,68,Female,23,One year,Bank transfer,No,Yes,1,112.36,2564.7,No
CUST_00633,67,Male,5,Month-to-month,Electronic check,No,Yes,1,34.57,248.1,Yes
CUST_00634,52,Female,65,One year,Mailed check,No,Yes,2,89.67,5774.55,No
CUST_00635,40,Male,30,Month-to-month,Mailed check,Yes,Yes,0,20.04,609.34,No
CUST_00636,34,Male,21,Month-to-month,Electronic check,Yes,Yes,2,76.64,1684.19,Yes
CUST_00637,43,Male,70,Month-to-month,Credit card,No,Yes,4,107.01,7425.05,Yes
CUST_00638,25,Male,22,Month-to-month,Mailed check,No,Yes,0,47.35,1061.4,Yes
CUST_00639,46,Male,32,Month-to-month,Bank transfer,Yes,Yes,2,37.62,1163.73,No
CUST_00640,43,Female,33,One year,Credit card,No,No,1,81.91,,Yes
CUST_00641,27,Male,16,Month-to-month,Credit card,No,No,2,87.7,1363.04,Yes
CUST_00642,43,Male,38,Two year,Mailed check,No,No,1,85.36,3207.09,No
CUST_00643,51,Female,14,Month-to-month,Credit card,No,No,2,50.34,840.86,No
CUST_00644,68,Male,36,Month-to-month,Credit card,Yes,No,2,43.96,1624.78,No
CUST_00645,58,Female,23,One year,Mailed check,Yes,No,0,110.81,2603.72,No
CUST_00646,24,Female,66,Month-to-month,Mailed check,No,Yes,3,107.71,7133.46,No
CUST_00647,21,Female,2,Month-to-month,Credit card,Yes,No,0,63.45,63.45,No
CUST_00648,70,Male,65,Month-to-month,Bank transfer,No,Yes,3,100.39,6545.1,No
CUST_00649,67,Male,67,Month-to-month,Electronic check,No,Yes,2,62.97,4272.64,No
CUST_00650,62,Male,52,Two year,Credit card,Yes,No,1,60.32,3093.97,No
CUST_00651,28,Female,62,Month-to-month,Credit card,No,Yes,5,34.89,2211.45,No
CUST_00652,46,Male,23,One year,Bank transfer,Yes,Yes,0,60.51,1426.95,Yes
CUST_00653,73,Female,26,Two year,Credit card,No,No,1,71.05,1939.9,No
CUST_00654,53,Male,68,Month-to-month,Credit card,No,Yes,1,22.14,1484.63,No
CUST_00655,42,Female,55,Two year,Electronic check,No,Yes,0,62.19,3365.57,No
CUST_00656,38,Male,6,Month-to-month,Electronic check,No,No,1,94.23,547.3,No
CUST_00657,74,Male,35,Two year,Electronic check,No,No,1,84.6,3032.78,No
CUST_00658,53,Male,22,Month-to-month,Mailed check,No,Yes,1,80.34,1676.06,Yes
CUST_00659,27,Female,43,One year,Mailed check,No,Yes,2,106.41,4472.21,Yes
CUST_00660,54,Female,15,Month-to-month,Electronic check,Yes,Yes,2,21.71,330.12,Yes
CUST_00661,26,Male,60,Month-to-month,Electronic check,Yes,No,1,72.92,4353.07,Yes
CUST_00662,41,Male,12,One year,Mailed check,Yes,Yes,1,94.8,1137.99,Yes
CUST_00663,52,Female,49,One year,Bank transfer,Yes,Yes,2,71.43,3547.34,No
CUST_00664,66,Female,42,Month-to-month,Credit card,No,Yes,0,50.77,2104.71,No
CUST_00665,52,Female,38,Month-to-month,Credit card,No,Yes,0,32.94,1158.07,No
CUST_00666,65,Male,45,One year,Electronic check,No,No,2,104.32,,No
CUST_00667,53,Female,35,One year,Bank transfer,Yes,Yes,1,64.72,2215.34,No
CUST_00668,35,Male,30,Two year,Mailed check,No,No,1,103.42,3049.65,No
CUST_00669,66,Female,30,One year,Electronic check,Yes,Yes,1,75.66,2324.99,No
CUST_00670,56,Male,6,Two year,Bank transfer,No,No,0,84.05,485.08,No
CUST_00671,49,Female,67,One year,Bank transfer,No,No,0,96.4,6455.63,No
CUST_00672,41,Female,7,Month-to-month,Bank transfer,Yes,Yes,2,82.62,602.48,No
CUST_00673,40,Female,52,Month-to-month,Mailed check,Yes,Yes,0,57.82,3060.82,No
CUST_00674,49,Female,14,One year,Mailed check,Yes,Yes,0,68.8,946.53,No
CUST_00675,54,Female,15,One year,Credit card,No,No,1,96.29,1520.35,No
CUST_00676,29,Male,21,Month-to-month,Credit card,No,Yes,3,55.5,1058.71,No
CUST_00677,66,Female,35,Month-to-month,Bank transfer,No,No,0,56.87,2028.44,No
CUST_00678,72,Female,66,Two year,Bank transfer,Yes,No,3,29.09,,No
CUST_00679,30,Female,2,Month-to-month,Mailed check,No,No,3,106.89,282.39,Yes
CUST_00680,40,Male,35,Month-to-month,Credit card,No,No,2,28.65,1009.85,No
CUST_00681,42,Female,20,Month-to-month,Bank transfer,No,Yes,1,81.58,1597.95,No
CUST_00682,52,Male,10,Month-to-month,Credit card,Yes,Yes,1,59.25,625.64,Yes
CUST_00683,58,Female,25,Month-to-month,Credit card,Yes,Yes,2,58.53,1507.91,No
CUST_00684,47,Female,66,Month-to-month,Bank transfer,No,No,1,84.56,5613.05,No
CUST_00685,34,Male,25,Month-to-month,Mailed check,No,No,3,26.37,607.77,No
CUST_00686,66,Female,54,One year,Bank transfer,Yes,No,1,76.4,4101.4,No
CUST_00687,37,Male,33,Month-to-month,Bank transfer,Yes,Yes,1,93.34,3080.02,Yes
CUST_00688,65,Male,36,Two year,Credit card,No,Yes,1,98.68,3550.42,No
CUST_00689,42,Female,14,Two year,Bank transfer,No,No,3,36.2,544.29,Yes
CUST_00690,39,Male,65,Month-to-month,Mailed check,No,Yes,2,105.25,6740.5,No
CUST_00691,30,Female,54,One year,Bank transfer,No,Yes,0,82.33,4462.54,No
CUST_00692,36,Female,52,Month-to-month,Mailed check,No,No,3,103.78,5382.06,Yes
CUST_00693,66,Male,3,Two year,Mailed check,Yes,Yes,2,66.1,156.37,No
CUST_00694,53,Male,41,Month-to-month,Credit card,No,Yes,2,71.49,2893.97,No
CUST_00695,29,Male,6,One year,Electronic check,No,Yes,3,107.31,633.13,No
CUST_00696,58,Male,25,One year,Electronic check,No,Yes,2,105.49,2457.2,Yes
CUST_00697,36,Female,13,Month-to-month,Credit card,No,No,1,62.58,778.48,No
CUST_00698,29,Female,8,Month-to-month,Bank transfer,Yes,Yes,3,46.07,324.77,Yes
CUST_00699,26,Male,21,One year,Credit card,Yes,Yes,3,57.35,1230.99,Yes
CUST_00700,24,Female,68,One year,Mailed check,Yes,Yes,1,56.84,3824.84,No
CUST_00701,45,Female,25,Month-to-month,Electronic check,Yes,No,3,47.25,1170.49,No
CUST_00702,31,Female,68,One year,Credit card,Yes,Yes,2,45.52,3172.47,No
CUST_00703,48,Female,45,Month-to-month,Bank transfer,No,Yes,2,101.8,4630.72,Yes
CUST_00704,69,Male,60,One year,Credit card,No,Yes,2,26.64,1643.51,No
CUST_00705,36,Male,12,Month-to-month,Electronic check,No,Yes,2,84.37,987.45,Yes
CUST_00706,64,Female,32,Two year,Credit card,No,Yes,4,36.42,1192.59,No
CUST_00707,33,Male,13,Month-to-month,Credit card,No,No,1,52.73,673.8,No
CUST_00708,70,Male,31,Month-to-month,Electronic check,No,No,1,25.85,791.55,No
CUST_00709,22,Male,20,Month-to-month,Mailed check,No,Yes,1,45.65,933.48,No
CUST_00710,52,Female,18,Month-to-month,Mailed check,Yes,Yes,2,93.0,1644.15,Yes
CUST_00711,29,Female,60,Month-to-month,Electronic check,Yes,No,0,104.08,6319.45,No
CUST_00712,42,Female,63,Month-to-month,Credit card,No,Yes,1,41.05,2578.14,No
CUST_00713,69,Male,6,Two year,Electronic check,No,No,0,64.04,415.16,No
CUST_00714,38,Female,32,Month-to-month,Mailed check,No,Yes,4,64.68,2142.54,No
CUST_00715,53,Female,43,Month-to-month,Bank transfer,Yes,No,2,102.99,4480.15,No
CUST_00716,70,Male,2,Month-to-month,Credit card,Yes,No,4,92.47,114.49,Yes
CUST_00717,40,Female,60,Month-to-month,Mailed check,No,No,2,68.74,4146.64,No
CUST_00718,33,Female,23,Month-to-month,Credit card,Yes,No,1,83.72,1968.1,No
CUST_00719,74,Male,31,Month-to-month,Electronic check,No,Yes,1,100.5,3160.09,Yes
CUST_00720,56,Male,5,Month-to-month,Bank transfer,No,No,3,20.91,48.89,Yes
CUST_00721,62,Male,34,Month-to-month,Electronic check,No,Yes,3,58.27,1948.33,No
CUST_00722,70,Female,10,Month-to-month,Bank transfer,No,Yes,1,106.19,1111.63,No
CUST_00723,59,Female,2,One year,Credit card,No,No,0,90.33,142.57,No
CUST_00724,56,Female,11,Month-to-month,Credit card,No,No,2,71.57,772.29,No
CUST_00725,31,Male,50,Month-to-month,Electronic check,No,No,3,70.32,3594.79,No
CUST_00726,48,Male,31,Two year,Bank transfer,No,Yes,2,53.04,1641.85,Yes
CUST_00727,22,Female,56,Month-to-month,Bank transfer,Yes,No,0,69.45,3852.86,No
CUST_00728,52,Female,9,One year,Credit card,Yes,No,0,82.26,696.46,No
CUST_00729,40,Male,21,Month-to-month,Electronic check,Yes,Yes,2,59.74,1271.18,Yes
CUST_00730,46,Male,28,One year,Bank transfer,No,Yes,0,87.84,2392.86,Yes
CUST_00731,60,Male,62,One year,Credit card,No,Yes,1,101.82,6300.47,Yes
CUST_00732,28,Male,7,Month-to-month,Mailed check,No,Yes,1,34.7,259.56,No
CUST_00733,35,Female,16,Two year,Electronic check,Yes,No,0,62.9,1071.36,No
CUST_00734,64,Male,4,Month-to-month,Mailed check,Yes,No,1,58.76,268.42,No
CUST_00735,29,Female,4,Month-to-month,Electronic check,No,No,1,85.31,305.54,No
CUST_00736,26,Female,40,One year,Credit card,Yes,No,2,43.74,1808.52,Yes
CUST_00737,27,Female,17,Two year,Bank transfer,No,Yes,2,80.82,1358.96,No
CUST_00738,61,Male,52,Month-to-month,Bank transfer,No,No,0,103.36,5312.93,No
CUST_00739,34,Male,52,Month-to-month,Bank transfer,No,Yes,3,59.72,3096.84,No
CUST_00740,55,Male,36,Month-to-month,Electronic check,Yes,No,0,106.55,3907.71,No
CUST_00741,24,Male,38,Month-to-month,Credit card,Yes,Yes,1,114.35,4353.56,Yes
CUST_00742,63,Female,50,One year,Mailed check,Yes,No,2,30.08,1504.63,No
CUST_00743,30,Male,63,Month-to-month,Credit card,No,Yes,3,42.14,2736.68,No
CUST_00744,57,Male,63,Month-to-month,Mailed check,No,Yes,0,110.29,6876.7,No
CUST_00745,59,Female,62,Month-to-month,Electronic check,Yes,No,1,111.04,6820.2,No
CUST_00746,26,Male,7,Month-to-month,Electronic check,No,Yes,1,29.28,124.17,Yes
CUST_00747,67,Female,27,Month-to-month,Mailed check,No,No,1,21.42,596.97,No
CUST_00748,44,Female,14,One year,Mailed check,Yes,Yes,1,35.3,502.52,No
CUST_00749,19,Female,71,Two year,Mailed check,No,No,1,114.62,8215.16,No
CUST_00750,22,Female,5,Two year,Credit card,No,Yes,1,37.1,197.67,No
CUST_00751,46,Female,55,Month-to-month,Mailed check,Yes,Yes,3,67.74,3705.49,No
CUST_00752,54,Female,2,Two year,Electronic check,Yes,Yes,0,100.6,201.29,Yes
CUST_00753,55,Female,62,One year,Electronic check,No,Yes,2,21.94,1366.17,No
CUST_00754,36,Female,21,One year,Bank transfer,No,Yes,1,77.43,1542.44,No
CUST_00755,25,Male,21,Month-to-month,Mailed check,No,Yes,1,46.32,1108.24,No
CUST_00756,65,Male,10,Month-to-month,Credit card,No,Yes,3,101.92,1045.19,Yes
CUST_00757,62,Male,58,Month-to-month,Credit card,No,Yes,2,46.93,2732.44,Yes
CUST_00758,18,Male,39,Month-to-month,Credit card,No,Yes,0,85.24,3355.12,Yes
CUST_00759,39,Female,5,Month-to-month,Bank transfer,No,No,0,84.05,455.72,No
CUST_00760,69,Male,65,Month-to-month,Electronic check,No,Yes,0,41.04,2660.57,No
CUST_00761,34,Female,13,Month-to-month,Credit card,Yes,Yes,1,23.31,271.47,No
CUST_00762,24,Male,53,One year,Electronic check,No,No,1,58.88,3150.61,No
CUST_00763,42,Male,45,Month-to-month,Bank transfer,No,Yes,3,47.47,2155.44,No
CUST_00764,62,Male,32,Month-to-month,Mailed check,No,No,1,96.85,3058.71,No
CUST_00765,21,Female,36,Two year,Mailed check,No,Yes,1,96.03,3528.03,No
CUST_00766,53,Male,60,Two year,Mailed check,Yes,Yes,2,63.42,3819.87,No
CUST_00767,23,Female,11,One year,Credit card,Yes,Yes,2,77.62,890.31,No
CUST_00768,48,Female,63,Two year,Mailed check,Yes,No,1,77.4,4945.8,No
CUST_00769,36,Male,21,Month-to-month,Credit card,No,No,3,98.58,2071.27,Yes
CUST_00770,61,Male,52,Two year,Bank transfer,No,Yes,0,60.38,3155.61,No
CUST_00771,71,Male,55,Month-to-month,Bank transfer,Yes,Yes,2,46.17,2579.85,No
CUST_00772,56,Female,26,Month-to-month,Credit card,No,No,3,45.18,1138.44,Yes
CUST_00773,44,Male,68,Month-to-month,Electronic check,No,Yes,3,70.94,4826.62,No
CUST_00774,27,Female,34,Month-to-month,Mailed check,No,Yes,2,62.67,2137.06,Yes
CUST_00775,43,Female,52,Month-to-month,Mailed check,No,No,2,61.81,3166.32,No
CUST_00776,36,Male,52,One year,Mailed check,No,No,3,28.66,1606.2,No
CUST_00777,56,Male,29,One year,Credit card,No,Yes,1,88.27,2489.47,Yes
CUST_00778,20,Female,38,One year,Bank transfer,Yes,No,0,40.3,1466.49,No
CUST_00779,62,Female,42,Month-to-month,Mailed check,Yes,No,1,38.71,1691.53,No
CUST_00780,30,Female,21,Two year,Bank transfer,No,Yes,1,59.21,1279.07,No
CUST_00781,67,Male,42,One year,Mailed check,No,Yes,1,41.64,1697.58,No
CUST_00782,45,Female,13,Month-to-month,Mailed check,No,Yes,3,75.47,1011.47,Yes
CUST_00783,37,Male,64,One year,Credit card,Yes,No,0,55.29,3611.95,No
CUST_00784,45,Female,17,Month-to-month,Electronic check,Yes,No,2,62.65,1063.54,No
CUST_00785,25,Female,9,Month-to-month,Credit card,No,Yes,1,71.03,769.21,Yes
CUST_00786,58,Male,41,Two year,Mailed check,Yes,No,2,39.34,1526.74,No
CUST_00787,56,Female,1,Month-to-month,Mailed check,No,Yes,0,34.8,69.49,Yes
CUST_00788,18,Male,2,Month-to-month,Electronic check,No,Yes,0,103.64,265.61,No
CUST_00789,20,Male,60,Two year,Bank transfer,No,Yes,2,61.2,3716.57,No
CUST_00790,30,Female,48,One year,Bank transfer,No,Yes,0,59.15,2828.98,No
CUST_00791,45,Male,29,Month-to-month,Mailed check,No,No,2,23.38,663.5,Yes
CUST_00792,74,Male,10,Month-to-month,Bank transfer,Yes,Yes,1,67.31,695.31,No
CUST_00793,66,Female,58,Month-to-month,Mailed check,No,No,2,72.65,4254.49,No
CUST_00794,42,Male,60,One year,Electronic check,No,Yes,2,73.09,4415.52,No
CUST_00795,73,Male,21,Month-to-month,Electronic check,No,Yes,1,87.17,1882.57,No
CUST_00796,50,Male,28,Month-to-month,Mailed check,No,No,2,36.86,981.14,No
CUST_00797,55,Female,34,Two year,Electronic check,No,Yes,0,43.96,1483.25,No
CUST_00798,70,Male,8,Month-to-month,Credit card,No,Yes,0,97.02,729.16,Yes
CUST_00799,23,Female,59,Month-to-month,Credit card,Yes,Yes,1,109.98,6469.51,No
CUST_00800,61,Female,49,Month-to-month,Electronic check,No,No,2,32.91,1663.35,Yes
CUST_00801,62,Male,17,One year,Mailed check,No,Yes,1,67.28,,No
CUST_00802,49,Male,60,Month-to-month,Mailed check,No,Yes,0,40.35,2551.34,No
CUST_00803,62,Male,45,Month-to-month,Electronic check,No,Yes,1,25.71,1166.62,No
CUST_00804,64,Female,69,Two year,Bank transfer,Yes,Yes,1,50.92,3516.46,No
CUST_00805,38,Male,32,Month-to-month,Credit card,No,No,1,33.65,1082.11,No
CUST_00806,33,Male,44,Month-to-month,Bank transfer,No,Yes,0,87.44,3815.47,No
CUST_00807,71,Male,65,Month-to-month,Mailed check,No,Yes,0,70.7,4592.61,No
CUST_00808,38,Male,8,Month-to-month,Mailed check,No,Yes,1,33.66,325.67,No
CUST_00809,28,Male,43,Month-to-month,Bank transfer,Yes,Yes,1,20.88,903.54,No
CUST_00810,54,Female,1,Month-to-month,Electronic check,Yes,No,0,96.77,96.77,No
CUST_00811,53,Female,51,Month-to-month,Bank transfer,No,Yes,1,36.74,1827.49,No
CUST_00812,52,Male,24,Month-to-month,Bank transfer,Yes,No,0,77.59,1839.65,No
CUST_00813,36,Male,24,Two year,Credit card,No,Yes,1,52.01,1251.93,Yes
CUST_00814,37,Male,17,Two year,Credit card,Yes,Yes,2,75.62,1345.22,No
CUST_00815,74,Male,5,One year,Bank transfer,Yes,No,1,49.99,182.93,No
CUST_00816,35,Female,20,Two year,Bank transfer,No,Yes,2,28.26,549.21,No
CUST_00817,64,Male,21,Month-to-month,Mailed check,No,No,4,41.18,872.0,Yes
CUST_00818,58,Female,58,Two year,Credit card,No,No,1,37.87,2104.77,Yes
CUST_00819,66,Female,31,Month-to-month,Credit card,No,Yes,1,60.66,1838.78,No
CUST_00820,31,Male,11,Two year,Mailed check,Yes,Yes,2,82.54,873.95,Yes
CUST_00821,32,Female,52,Two year,Electronic check,No,No,2,45.06,2303.32,No
CUST_00822,48,Female,15,One year,Credit card,No,Yes,1,21.15,326.84,No
CUST_00823,18,Female,7,Two year,Credit card,Yes,Yes,1,69.3,477.07,Yes
CUST_00824,70,Female,28,One year,Electronic check,No,Yes,2,77.55,2143.64,Yes
CUST_00825,71,Male,51,Month-to-month,Credit card,No,Yes,2,111.47,5706.37,No
CUST_00826,71,Male,58,Month-to-month,Credit card,No,No,2,76.0,4494.15,No
CUST_00827,20,Female,5,One year,Electronic check,Yes,Yes,0,64.76,405.76,No
CUST_00828,33,Male,5,Month-to-month,Electronic check,Yes,Yes,1,74.47,276.21,Yes
CUST_00829,40,Male,8,One year,Bank transfer,Yes,No,2,108.15,894.05,Yes
CUST_00830,74,Male,64,Two year,Mailed check,No,Yes,3,98.7,6307.9,No
CUST_00831,28,Male,10,Month-to-month,Mailed check,No,Yes,1,50.68,514.56,Yes
CUST_00832,29,Male,38,One year,Electronic check,Yes,No,2,42.54,1596.61,No
CUST_00833,27,Female,8,Two year,Electronic check,No,Yes,0,44.95,365.48,No
CUST_00834,49,Male,25,Two year,Credit card,No,No,1,67.92,1705.57,No
CUST_00835,33,Male,66,Two year,Bank transfer,No,No,3,90.68,5955.93,No
CUST_00836,25,Male,50,Month-to-month,Bank transfer,No,Yes,0,67.81,3345.68,No
CUST_00837,55,Male,67,Two year,Electronic check,Yes,Yes,2,26.44,1749.05,No
CUST_00838,29,Female,49,One year,Credit card,No,Yes,1,88.74,4359.97,No
CUST_00839,41,Female,36,Month-to-month,Credit card,No,Yes,3,96.57,3506.47,No
CUST_00840,45,Female,68,Month-to-month,Mailed check,No,No,0,47.5,3272.67,No
CUST_00841,70,Female,41,One year,Mailed check,No,No,2,83.09,3381.98,No
CUST_00842,25,Male,62,Month-to-month,Credit card,Yes,Yes,1,60.53,3767.05,No
CUST_00843,45,Female,10,One year,Mailed check,No,No,0,104.47,1092.83,Yes
CUST_00844,53,Male,21,One year,Electronic check,Yes,No,1,100.3,2164.58,No
CUST_00845,43,Male,36,Month-to-month,Credit card,No,No,2,69.92,2514.18,No
CUST_00846,25,Male,12,One year,Mailed check,No,Yes,2,85.69,1017.23,No
CUST_00847,67,Male,2,One year,Bank transfer,Yes,Yes,1,103.92,217.4,No
CUST_00848,45,Male,13,Month-to-month,Credit card,No,Yes,0,67.09,814.68,No
CUST_00849,45,Female,53,Month-to-month,Credit card,Yes,No,0,49.76,2627.6,No
CUST_00850,54,Female,32,Month-to-month,Bank transfer,No,Yes,1,91.6,2968.43,No
CUST_00851,58,Female,16,Month-to-month,Electronic check,No,Yes,3,40.91,686.66,No
CUST_00852,53,Female,32,Two year,Bank transfer,No,Yes,1,56.91,1807.61,No
CUST_00853,44,Male,32,Month-to-month,Credit card,No,Yes,0,102.24,3282.57,Yes
CUST_00854,71,Female,11,One year,Electronic check,No,Yes,0,88.82,935.79,Yes
CUST_00855,34,Male,10,Month-to-month,Mailed check,No,No,2,58.36,618.77,No
CUST_00856,26,Female,15,Month-to-month,Mailed check,No,Yes,0,40.4,602.11,No
CUST_00857,50,Male,17,Two year,Mailed check,No,Yes,1,53.82,901.14,No
CUST_00858,70,Male,40,One year,Credit card,Yes,Yes,4,46.99,1861.51,Yes
CUST_00859,37,Female,18,Month-to-month,Bank transfer,No,Yes,2,36.73,658.0,Yes
CUST_00860,30,Male,55,Month-to-month,Electronic check,Yes,Yes,0,90.62,4961.71,No
CUST_00861,45,Male,25,Month-to-month,Mailed check,No,Yes,2,43.95,1131.66,Yes
CUST_00862,65,Female,59,Month-to-month,Electronic check,Yes,Yes,2,63.15,3706.09,No
CUST_00863,46,Male,22,One year,Credit card,Yes,Yes,4,56.66,1326.17,No
CUST_00864,30,Female,30,Month-to-month,Mailed check,No,Yes,1,113.3,3472.26,No
CUST_00865,63,Female,44,Month-to-month,Credit card,No,Yes,1,57.15,2470.02,No
CUST_00866,52,Female,32,Month-to-month,Bank transfer,No,No,0,27.6,886.69,No
CUST_00867,23,Male,51,Two year,Credit card,Yes,No,1,28.53,1422.5,No
CUST_00868,35,Male,46,Two year,Credit card,No,Yes,0,76.12,3485.19,No
CUST_00869,68,Male,21,Month-to-month,Bank transfer,No,Yes,4,76.94,1715.86,Yes
CUST_00870,22,Female,32,One year,Electronic check,No,No,1,59.78,1897.58,No
CUST_00871,64,Male,39,Month-to-month,Bank transfer,Yes,Yes,0,61.03,2398.18,No
CUST_00872,42,Female,12,Month-to-month,Bank transfer,No,No,2,25.12,328.51,Yes
CUST_00873,19,Female,47,One year,Credit card,Yes,No,2,69.07,3196.26,No
CUST_00874,27,Male,18,Two year,Electronic check,No,Yes,0,67.95,1180.35,Yes
CUST_00875,73,Female,21,Two year,Mailed check,No,Yes,3,34.21,658.11,No
CUST_00876,47,Male,13,One year,Bank transfer,No,No,1,29.86,343.88,No
CUST_00877,67,Male,21,Month-to-month,Electronic check,No,Yes,0,31.74,524.04,No
CUST_00878,62,Male,8,One year,Bank transfer,No,Yes,2,29.6,264.03,Yes
CUST_00879,22,Male,46,Month-to-month,Bank transfer,No,Yes,0,77.92,3687.03,No
CUST_00880,72,Male,7,One year,Bank transfer,No,Yes,2,38.67,278.08,No
CUST_00881,73,Female,23,Month-to-month,Bank transfer,No,No,1,43.89,938.66,Yes
CUST_00882,50,Female,22,One year,Credit card,No,No,1,36.49,770.64,No
CUST_00883,71,Female,22,Month-to-month,Electronic check,No,No,0,110.99,2418.84,No
CUST_00884,18,Male,29,Month-to-month,Electronic check,No,Yes,1,101.19,2883.63,Yes
CUST_00885,35,Male,13,Two year,Electronic check,No,Yes,2,41.9,587.71,No
CUST_00886,49,Male,2,Month-to-month,Bank transfer,No,Yes,1,51.12,142.75,Yes
CUST_00887,64,Female,29,Month-to-month,Credit card,No,Yes,4,39.94,1100.49,No
CUST_00888,66,Male,52,Month-to-month,Bank transfer,Yes,Yes,0,66.73,3506.21,No
CUST_00889,28,Female,27,Month-to-month,Bank transfer,No,No,3,21.86,666.56,No
CUST_00890,38,Female,50,Month-to-month,Electronic check,No,No,3,83.78,4284.13,No
CUST_00891,43,Male,23,Month-to-month,Bank transfer,Yes,Yes,1,69.7,1746.36,No
CUST_00892,42,Male,44,Two year,Mailed check,Yes,No,2,105.37,4591.18,Yes
CUST_00893,39,Female,22,Month-to-month,Bank transfer,No,Yes,1,35.62,924.85,No
CUST_00894,44,Male,43,Two year,Mailed check,No,Yes,0,96.39,4127.06,No
CUST_00895,66,Female,37,One year,Bank transfer,No,No,0,95.24,3494.26,No
CUST_00896,30,Male,61,Month-to-month,Credit card,Yes,Yes,1,32.08,1973.23,No
CUST_00897,50,Male,56,One year,Credit card,No,No,1,57.86,3211.06,No
CUST_00898,51,Female,3,Month-to-month,Electronic check,Yes,No,0,36.16,128.43,No
CUST_00899,58,Male,63,One year,Bank transfer,No,Yes,2,44.2,2718.6,No
CUST_00900,52,Female,19,Month-to-month,Mailed check,Yes,No,1,45.01,843.25,No
CUST_00901,18,Male,23,Month-to-month,Mailed check,Yes,Yes,0,72.84,1739.6,No
CUST_00902,38,Female,29,Two year,Bank transfer,Yes,Yes,0,59.08,1710.47,No
CUST_00903,65,Female,30,Two year,Mailed check,No,Yes,0,110.03,3307.98,No
CUST_00904,72,Male,39,Two year,Credit card,Yes,Yes,4,32.01,1272.15,No
CUST_00905,23,Female,25,Month-to-month,Mailed check,No,No,2,112.5,2871.03,Yes
CUST_00906,45,Male,8,One year,Electronic check,No,Yes,3,41.91,252.52,No
CUST_00907,34,Male,58,Month-to-month,Credit card,No,No,1,93.42,5447.59,Yes
CUST_00908,22,Male,16,Month-to-month,Credit card,No,Yes,2,52.2,821.79,No
CUST_00909,48,Female,1,Month-to-month,Credit card,No,Yes,3,33.59,41.92,Yes
CUST_00910,22,Female,5,One year,Bank transfer,Yes,No,3,101.5,560.5,Yes
CUST_00911,55,Male,3,Month-to-month,Bank transfer,No,Yes,0,49.34,88.31,No
CUST_00912,20,Male,65,Month-to-month,Credit card,Yes,Yes,0,82.59,5317.72,No
CUST_00913,70,Female,4,Two year,Bank transfer,Yes,Yes,3,73.81,198.47,No
CUST_00914,40,Male,64,Month-to-month,Mailed check,No,Yes,0,64.82,4121.02,No
CUST_00915,54,Male,10,Month-to-month,Bank transfer,No,Yes,2,67.1,737.52,Yes
CUST_00916,70,Female,21,Month-to-month,Bank transfer,No,No,2,89.56,1874.73,Yes
CUST_00917,54,Male,46,Two year,Credit card,No,Yes,2,28.34,1236.63,No
CUST_00918,27,Female,27,Month-to-month,Electronic check,No,Yes,3,83.48,2229.68,No
CUST_00919,27,Male,66,Month-to-month,Electronic check,Yes,No,1,105.1,6862.21,No
CUST_00920,36,Female,41,Two year,Electronic check,Yes,Yes,3,25.49,,No
CUST_00921,34,Male,13,Two year,Mailed check,Yes,No,0,33.36,453.12,No
CUST_00922,38,Male,9,Month-to-month,Bank transfer,Yes,Yes,0,88.08,,Yes
CUST_00923,31,Female,36,One year,Electronic check,No,Yes,3,61.54,2271.07,No
CUST_00924,26,Male,58,One year,Credit card,No,No,0,58.34,3380.16,No
CUST_00925,63,Female,54,One year,Electronic check,Yes,Yes,1,33.01,1786.82,No
CUST_00926,18,Male,12,Month-to-month,Electronic check,No,No,1,68.14,803.76,No
CUST_00927,68,Female,14,Two year,Bank transfer,No,Yes,1,32.02,486.92,No
CUST_00928,62,Female,34,Month-to-month,Bank transfer,Yes,Yes,3,65.28,2258.68,No
CUST_00929,30,Female,53,Month-to-month,Bank transfer,Yes,Yes,1,92.54,4921.37,No
CUST_00930,21,Female,20,Month-to-month,Mailed check,Yes,Yes,2,44.54,919.04,Yes
CUST_00931,18,Male,16,Month-to-month,Mailed check,Yes,No,0,65.67,1040.12,No
CUST_00932,66,Male,70,Month-to-month,Electronic check,Yes,Yes,2,114.24,8023.91,No
CUST_00933,57,Female,56,One year,Bank transfer,No,No,1,85.23,4755.99,No
CUST_00934,49,Female,58,Month-to-month,Electronic check,Yes,No,0,99.93,5796.05,No
CUST_00935,51,Female,4,Month-to-month,Credit card,No,Yes,1,59.41,223.91,No
CUST_00936,45,Male,4,Month-to-month,Credit card,No,Yes,2,92.95,348.94,Yes
